sample	samples	chr8:128220111-128221962:-	cancer type abbreviation
TCGA-AZ-5407-01	TCGA-AZ-5407-01	2.946	COAD
TCGA-22-4599-01	TCGA-22-4599-01	2.943	LUSC
TCGA-A6-5664-01	TCGA-A6-5664-01	2.943	COAD
TCGA-85-8580-01	TCGA-85-8580-01	2.942	LUSC
TCGA-56-7222-01	TCGA-56-7222-01	2.94	LUSC
TCGA-63-A5MV-01	TCGA-63-A5MV-01	2.938	LUSC
TCGA-HU-8243-01	TCGA-HU-8243-01	2.934	STAD
TCGA-CN-6018-01	TCGA-CN-6018-01	2.933	HNSC
TCGA-VQ-A91Z-01	TCGA-VQ-A91Z-01	2.93	STAD
TCGA-IG-A3YA-01	TCGA-IG-A3YA-01	2.93	ESCA
TCGA-33-A4WN-01	TCGA-33-A4WN-01	2.929	LUSC
TCGA-VR-A8ET-01	TCGA-VR-A8ET-01	2.929	ESCA
TCGA-56-A5DS-01	TCGA-56-A5DS-01	2.928	LUSC
TCGA-L5-A4OJ-01	TCGA-L5-A4OJ-01	2.928	ESCA
TCGA-D5-6924-01	TCGA-D5-6924-01	2.927	COAD
TCGA-CV-7254-01	TCGA-CV-7254-01	2.923	HNSC
TCGA-A6-5659-01	TCGA-A6-5659-01	2.921	COAD
TCGA-94-8490-01	TCGA-94-8490-01	2.919	LUSC
TCGA-F5-6863-01	TCGA-F5-6863-01	2.918	READ
TCGA-EQ-A4SO-01	TCGA-EQ-A4SO-01	2.917	STAD
TCGA-F4-6463-01	TCGA-F4-6463-01	2.915	COAD
TCGA-AF-A56N-01	TCGA-AF-A56N-01	2.914	READ
TCGA-AH-6549-01	TCGA-AH-6549-01	2.912	READ
TCGA-BP-4983-01	TCGA-BP-4983-01	2.909	KIRC
TCGA-UF-A71D-01	TCGA-UF-A71D-01	2.909	HNSC
TCGA-85-6561-01	TCGA-85-6561-01	2.906	LUSC
TCGA-CK-4947-01	TCGA-CK-4947-01	2.9	COAD
TCGA-AF-2687-01	TCGA-AF-2687-01	2.899	READ
TCGA-33-4582-01	TCGA-33-4582-01	2.899	LUSC
TCGA-CG-4449-01	TCGA-CG-4449-01	2.897	STAD
TCGA-33-AASL-01	TCGA-33-AASL-01	2.892	LUSC
TCGA-G4-6317-02	TCGA-G4-6317-02	2.889	COAD
TCGA-AA-3697-01	TCGA-AA-3697-01	2.888	COAD
TCGA-AD-6963-01	TCGA-AD-6963-01	2.888	COAD
TCGA-5G-A9ZZ-01	TCGA-5G-A9ZZ-01	2.884	THYM
TCGA-58-A46J-01	TCGA-58-A46J-01	2.884	LUSC
TCGA-CU-A3KJ-01	TCGA-CU-A3KJ-01	2.883	BLCA
TCGA-HU-A4GF-01	TCGA-HU-A4GF-01	2.88	STAD
TCGA-33-6737-01	TCGA-33-6737-01	2.876	LUSC
TCGA-78-7154-01	TCGA-78-7154-01	2.875	LUAD
TCGA-VS-A9V4-01	TCGA-VS-A9V4-01	2.873	CESC
TCGA-85-8666-01	TCGA-85-8666-01	2.872	LUSC
TCGA-NC-A5HP-01	TCGA-NC-A5HP-01	2.862	LUSC
TCGA-NC-A5HL-01	TCGA-NC-A5HL-01	2.861	LUSC
TCGA-AY-A8YK-01	TCGA-AY-A8YK-01	2.858	COAD
TCGA-L5-A8NF-01	TCGA-L5-A8NF-01	2.857	ESCA
TCGA-L5-A43H-01	TCGA-L5-A43H-01	2.856	ESCA
TCGA-BR-A4CS-01	TCGA-BR-A4CS-01	2.85	STAD
TCGA-DM-A28A-01	TCGA-DM-A28A-01	2.843	COAD
TCGA-63-A5MI-01	TCGA-63-A5MI-01	2.832	LUSC
TCGA-D5-6931-01	TCGA-D5-6931-01	2.829	COAD
TCGA-VQ-AA6D-01	TCGA-VQ-AA6D-01	2.827	STAD
TCGA-DM-A0X9-01	TCGA-DM-A0X9-01	2.825	COAD
TCGA-DM-A28E-01	TCGA-DM-A28E-01	2.825	COAD
TCGA-BR-6802-01	TCGA-BR-6802-01	2.822	STAD
TCGA-CV-7103-01	TCGA-CV-7103-01	2.817	HNSC
TCGA-CQ-6225-01	TCGA-CQ-6225-01	2.816	HNSC
TCGA-BR-A4J1-01	TCGA-BR-A4J1-01	2.814	STAD
TCGA-DY-A1DE-01	TCGA-DY-A1DE-01	2.805	READ
TCGA-DD-A4NR-01	TCGA-DD-A4NR-01	2.803	LIHC
TCGA-CV-6954-01	TCGA-CV-6954-01	2.796	HNSC
TCGA-CI-6623-01	TCGA-CI-6623-01	2.795	READ
TCGA-D5-5539-01	TCGA-D5-5539-01	2.793	COAD
TCGA-VQ-A91U-01	TCGA-VQ-A91U-01	2.789	STAD
TCGA-92-7340-01	TCGA-92-7340-01	2.785	LUSC
TCGA-AZ-6598-01	TCGA-AZ-6598-01	2.783	COAD
TCGA-FD-A3N6-01	TCGA-FD-A3N6-01	2.773	BLCA
TCGA-IQ-A6SG-01	TCGA-IQ-A6SG-01	2.769	HNSC
TCGA-AD-A5EK-01	TCGA-AD-A5EK-01	2.768	COAD
TCGA-D5-6929-01	TCGA-D5-6929-01	2.767	COAD
TCGA-VQ-A8E3-01	TCGA-VQ-A8E3-01	2.754	STAD
TCGA-A6-A567-01	TCGA-A6-A567-01	2.754	COAD
TCGA-L5-A8NE-01	TCGA-L5-A8NE-01	2.746	ESCA
TCGA-IN-A6RI-01	TCGA-IN-A6RI-01	2.745	STAD
TCGA-56-A62T-01	TCGA-56-A62T-01	2.745	LUSC
TCGA-AH-6897-01	TCGA-AH-6897-01	2.744	READ
TCGA-DY-A1DC-01	TCGA-DY-A1DC-01	2.744	READ
TCGA-CQ-6228-01	TCGA-CQ-6228-01	2.743	HNSC
TCGA-BQ-5894-01	TCGA-BQ-5894-01	2.742	KIRP
TCGA-IG-A3QL-01	TCGA-IG-A3QL-01	2.741	ESCA
TCGA-RC-A6M6-01	TCGA-RC-A6M6-01	2.74	LIHC
TCGA-CV-7416-11	TCGA-CV-7416-11	2.74	HNSC
TCGA-56-8504-01	TCGA-56-8504-01	2.735	LUSC
TCGA-DK-A3WW-01	TCGA-DK-A3WW-01	2.732	BLCA
TCGA-AZ-6606-01	TCGA-AZ-6606-01	2.73	COAD
TCGA-MF-A522-01	TCGA-MF-A522-01	2.729	LUSC
TCGA-VQ-A8PC-01	TCGA-VQ-A8PC-01	2.727	STAD
TCGA-CD-8530-01	TCGA-CD-8530-01	2.726	STAD
TCGA-CA-6715-01	TCGA-CA-6715-01	2.724	COAD
TCGA-LN-A49N-01	TCGA-LN-A49N-01	2.723	ESCA
TCGA-AD-6895-01	TCGA-AD-6895-01	2.719	COAD
TCGA-IN-A6RR-01	TCGA-IN-A6RR-01	2.718	STAD
TCGA-CN-6997-01	TCGA-CN-6997-01	2.716	HNSC
TCGA-DC-4745-01	TCGA-DC-4745-01	2.715	READ
TCGA-BB-7864-01	TCGA-BB-7864-01	2.715	HNSC
TCGA-CV-7248-01	TCGA-CV-7248-01	2.714	HNSC
TCGA-CV-7416-01	TCGA-CV-7416-01	2.714	HNSC
TCGA-NH-A8F8-01	TCGA-NH-A8F8-01	2.711	COAD
TCGA-CQ-5332-01	TCGA-CQ-5332-01	2.709	HNSC
TCGA-F4-6857-01	TCGA-F4-6857-01	2.704	
TCGA-R6-A8W5-01	TCGA-R6-A8W5-01	2.703	ESCA
TCGA-CD-A48C-01	TCGA-CD-A48C-01	2.7	STAD
TCGA-HD-7832-01	TCGA-HD-7832-01	2.699	HNSC
TCGA-A6-6140-01	TCGA-A6-6140-01	2.698	COAD
TCGA-AA-3675-01	TCGA-AA-3675-01	2.697	COAD
TCGA-QG-A5YW-01	TCGA-QG-A5YW-01	2.697	COAD
TCGA-DD-A1EI-01	TCGA-DD-A1EI-01	2.696	LIHC
TCGA-CI-6619-01	TCGA-CI-6619-01	2.695	READ
TCGA-D5-5540-01	TCGA-D5-5540-01	2.693	COAD
TCGA-BA-A8YP-01	TCGA-BA-A8YP-01	2.684	HNSC
TCGA-CA-5255-01	TCGA-CA-5255-01	2.683	COAD
TCGA-33-4532-01	TCGA-33-4532-01	2.681	LUSC
TCGA-55-8094-01	TCGA-55-8094-01	2.68	LUAD
TCGA-CM-5868-01	TCGA-CM-5868-01	2.672	COAD
TCGA-85-7843-01	TCGA-85-7843-01	2.666	LUSC
TCGA-G4-6311-01	TCGA-G4-6311-01	2.666	COAD
TCGA-A6-4105-01	TCGA-A6-4105-01	2.664	COAD
TCGA-05-4433-01	TCGA-05-4433-01	2.661	LUAD
TCGA-AZ-4616-01	TCGA-AZ-4616-01	2.661	COAD
TCGA-DD-AAD1-01	TCGA-DD-AAD1-01	2.659	LIHC
TCGA-CM-6163-01	TCGA-CM-6163-01	2.656	COAD
TCGA-BB-8601-01	TCGA-BB-8601-01	2.655	HNSC
TCGA-W5-AA2R-11	TCGA-W5-AA2R-11	2.655	CHOL
TCGA-IN-A7NU-01	TCGA-IN-A7NU-01	2.654	STAD
TCGA-LN-A7HZ-01	TCGA-LN-A7HZ-01	2.65	ESCA
TCGA-DD-A11A-11	TCGA-DD-A11A-11	2.645	LIHC
TCGA-BR-8677-01	TCGA-BR-8677-01	2.642	STAD
TCGA-CM-5349-01	TCGA-CM-5349-01	2.642	COAD
TCGA-22-1002-01	TCGA-22-1002-01	2.641	LUSC
TCGA-QG-A5YV-01	TCGA-QG-A5YV-01	2.639	COAD
TCGA-QL-A97D-01	TCGA-QL-A97D-01	2.638	COAD
TCGA-DM-A282-01	TCGA-DM-A282-01	2.637	COAD
TCGA-94-A5I6-01	TCGA-94-A5I6-01	2.636	LUSC
TCGA-QG-A5Z1-01	TCGA-QG-A5Z1-01	2.635	COAD
TCGA-CM-5860-01	TCGA-CM-5860-01	2.634	COAD
TCGA-CM-6165-01	TCGA-CM-6165-01	2.631	COAD
TCGA-49-4506-01	TCGA-49-4506-01	2.629	LUAD
TCGA-A6-6782-01	TCGA-A6-6782-01	2.626	COAD
TCGA-CV-A45U-01	TCGA-CV-A45U-01	2.625	HNSC
TCGA-CN-A499-01	TCGA-CN-A499-01	2.624	HNSC
TCGA-AM-5820-01	TCGA-AM-5820-01	2.619	COAD
TCGA-D6-A74Q-01	TCGA-D6-A74Q-01	2.618	HNSC
TCGA-AZ-6600-01	TCGA-AZ-6600-01	2.618	COAD
TCGA-ZF-AA4W-01	TCGA-ZF-AA4W-01	2.616	BLCA
TCGA-VR-A8EQ-01	TCGA-VR-A8EQ-01	2.615	ESCA
TCGA-AA-3509-01	TCGA-AA-3509-01	2.615	COAD
TCGA-BA-A4IF-01	TCGA-BA-A4IF-01	2.608	HNSC
TCGA-CV-6948-01	TCGA-CV-6948-01	2.607	HNSC
TCGA-NH-A8F7-01	TCGA-NH-A8F7-01	2.605	COAD
TCGA-A6-6650-01	TCGA-A6-6650-01	2.603	COAD
TCGA-98-A53J-01	TCGA-98-A53J-01	2.602	LUSC
TCGA-CG-4444-01	TCGA-CG-4444-01	2.601	STAD
TCGA-A6-6141-01	TCGA-A6-6141-01	2.601	COAD
TCGA-G4-6297-01	TCGA-G4-6297-01	2.601	COAD
TCGA-G4-6323-01	TCGA-G4-6323-01	2.601	COAD
TCGA-D7-A748-01	TCGA-D7-A748-01	2.597	STAD
TCGA-77-6843-01	TCGA-77-6843-01	2.593	LUSC
TCGA-CV-7242-01	TCGA-CV-7242-01	2.592	HNSC
TCGA-CG-4301-01	TCGA-CG-4301-01	2.591	STAD
TCGA-D5-6922-01	TCGA-D5-6922-01	2.585	COAD
TCGA-L5-A4OG-01	TCGA-L5-A4OG-01	2.584	ESCA
TCGA-F4-6806-01	TCGA-F4-6806-01	2.583	COAD
TCGA-18-3411-01	TCGA-18-3411-01	2.581	LUSC
TCGA-JY-A6FA-01	TCGA-JY-A6FA-01	2.58	ESCA
TCGA-R6-A8WC-01	TCGA-R6-A8WC-01	2.58	ESCA
TCGA-VQ-A8E7-01	TCGA-VQ-A8E7-01	2.579	STAD
TCGA-VR-A8EW-01	TCGA-VR-A8EW-01	2.579	ESCA
TCGA-55-7284-01	TCGA-55-7284-01	2.577	LUAD
TCGA-QK-A8ZA-01	TCGA-QK-A8ZA-01	2.575	HNSC
TCGA-EI-7002-01	TCGA-EI-7002-01	2.574	READ
TCGA-66-2794-01	TCGA-66-2794-01	2.574	LUSC
TCGA-DD-A1EG-01	TCGA-DD-A1EG-01	2.573	LIHC
TCGA-21-1072-01	TCGA-21-1072-01	2.569	LUSC
TCGA-VQ-A8PD-01	TCGA-VQ-A8PD-01	2.567	STAD
TCGA-CG-4305-01	TCGA-CG-4305-01	2.566	STAD
TCGA-44-2666-01	TCGA-44-2666-01	2.566	LUAD
TCGA-NH-A50T-01	TCGA-NH-A50T-01	2.556	COAD
TCGA-T2-A6WX-01	TCGA-T2-A6WX-01	2.555	HNSC
TCGA-62-8398-01	TCGA-62-8398-01	2.551	LUAD
TCGA-AM-5821-01	TCGA-AM-5821-01	2.551	COAD
TCGA-AH-6643-01	TCGA-AH-6643-01	2.549	READ
TCGA-L5-A43E-01	TCGA-L5-A43E-01	2.549	ESCA
TCGA-CK-5914-01	TCGA-CK-5914-01	2.548	COAD
TCGA-G4-6307-01	TCGA-G4-6307-01	2.535	COAD
TCGA-66-2737-01	TCGA-66-2737-01	2.534	LUSC
TCGA-96-7544-01	TCGA-96-7544-01	2.531	LUSC
TCGA-22-5473-01	TCGA-22-5473-01	2.528	LUSC
TCGA-F5-6811-01	TCGA-F5-6811-01	2.526	READ
TCGA-G3-A5SJ-01	TCGA-G3-A5SJ-01	2.525	LIHC
TCGA-BB-7870-01	TCGA-BB-7870-01	2.525	HNSC
TCGA-MI-A75C-01	TCGA-MI-A75C-01	2.524	LIHC
TCGA-VQ-A8PX-01	TCGA-VQ-A8PX-01	2.523	STAD
TCGA-CM-6678-01	TCGA-CM-6678-01	2.519	COAD
TCGA-A6-A566-01	TCGA-A6-A566-01	2.517	COAD
TCGA-IB-A7M4-01	TCGA-IB-A7M4-01	2.516	PAAD
TCGA-DC-6156-01	TCGA-DC-6156-01	2.512	READ
TCGA-56-A4ZK-01	TCGA-56-A4ZK-01	2.509	LUSC
TCGA-63-7020-01	TCGA-63-7020-01	2.508	LUSC
TCGA-ED-A8O6-01	TCGA-ED-A8O6-01	2.505	LIHC
TCGA-AY-6197-01	TCGA-AY-6197-01	2.505	COAD
TCGA-CC-A5UE-01	TCGA-CC-A5UE-01	2.504	LIHC
TCGA-DC-6154-01	TCGA-DC-6154-01	2.503	READ
TCGA-T9-A92H-01	TCGA-T9-A92H-01	2.5	COAD
TCGA-DD-AAD6-01	TCGA-DD-AAD6-01	2.499	LIHC
TCGA-VQ-AA68-01	TCGA-VQ-AA68-01	2.496	STAD
TCGA-VQ-A8P5-01	TCGA-VQ-A8P5-01	2.494	STAD
TCGA-AG-3591-01	TCGA-AG-3591-01	2.49	READ
TCGA-G5-6235-01	TCGA-G5-6235-01	2.488	READ
TCGA-G2-A2ES-01	TCGA-G2-A2ES-01	2.488	BLCA
TCGA-77-7139-01	TCGA-77-7139-01	2.486	LUSC
TCGA-KB-A93H-01	TCGA-KB-A93H-01	2.485	STAD
TCGA-DS-A3LQ-01	TCGA-DS-A3LQ-01	2.484	CESC
TCGA-60-2709-01	TCGA-60-2709-01	2.481	LUSC
TCGA-BM-6198-01	TCGA-BM-6198-01	2.48	READ
TCGA-L5-A4ON-01	TCGA-L5-A4ON-01	2.48	ESCA
TCGA-K7-AAU7-01	TCGA-K7-AAU7-01	2.479	LIHC
TCGA-DM-A0XD-01	TCGA-DM-A0XD-01	2.477	COAD
TCGA-CD-8524-01	TCGA-CD-8524-01	2.476	STAD
TCGA-AY-6386-01	TCGA-AY-6386-01	2.473	COAD
TCGA-DC-5337-01	TCGA-DC-5337-01	2.472	READ
TCGA-BR-8366-01	TCGA-BR-8366-01	2.47	STAD
TCGA-VQ-A925-01	TCGA-VQ-A925-01	2.468	STAD
TCGA-G4-6298-01	TCGA-G4-6298-01	2.455	COAD
TCGA-3L-AA1B-01	TCGA-3L-AA1B-01	2.452	COAD
TCGA-CV-6960-11	TCGA-CV-6960-11	2.451	HNSC
TCGA-VR-AA4D-01	TCGA-VR-AA4D-01	2.447	ESCA
TCGA-CV-6960-01	TCGA-CV-6960-01	2.441	HNSC
TCGA-D5-6920-01	TCGA-D5-6920-01	2.436	COAD
TCGA-66-2781-01	TCGA-66-2781-01	2.435	LUSC
TCGA-L5-A4OF-01	TCGA-L5-A4OF-01	2.434	ESCA
TCGA-EI-6510-01	TCGA-EI-6510-01	2.433	READ
TCGA-M8-A5N4-01	TCGA-M8-A5N4-01	2.433	PAAD
TCGA-CX-7086-01	TCGA-CX-7086-01	2.43	HNSC
TCGA-BR-7717-01	TCGA-BR-7717-01	2.428	STAD
TCGA-G4-6306-01	TCGA-G4-6306-01	2.426	COAD
TCGA-CV-7261-11	TCGA-CV-7261-11	2.424	HNSC
TCGA-CN-6010-01	TCGA-CN-6010-01	2.423	HNSC
TCGA-3A-A9IB-01	TCGA-3A-A9IB-01	2.421	PAAD
TCGA-D7-8572-01	TCGA-D7-8572-01	2.42	STAD
TCGA-HU-8610-01	TCGA-HU-8610-01	2.414	STAD
TCGA-CM-6168-01	TCGA-CM-6168-01	2.414	COAD
TCGA-69-8453-01	TCGA-69-8453-01	2.412	LUAD
TCGA-CA-5797-01	TCGA-CA-5797-01	2.412	COAD
TCGA-CQ-A4C9-01	TCGA-CQ-A4C9-01	2.409	HNSC
TCGA-AA-3685-01	TCGA-AA-3685-01	2.409	COAD
TCGA-DM-A0XF-01	TCGA-DM-A0XF-01	2.405	COAD
TCGA-4Z-AA7R-01	TCGA-4Z-AA7R-01	2.405	BLCA
TCGA-85-A53L-01	TCGA-85-A53L-01	2.404	LUSC
TCGA-BR-8485-01	TCGA-BR-8485-01	2.402	STAD
TCGA-66-2792-01	TCGA-66-2792-01	2.398	LUSC
TCGA-CD-8536-01	TCGA-CD-8536-01	2.397	STAD
TCGA-CG-5721-01	TCGA-CG-5721-01	2.397	STAD
TCGA-AA-3526-01	TCGA-AA-3526-01	2.395	COAD
TCGA-BR-8683-01	TCGA-BR-8683-01	2.394	STAD
TCGA-SS-A7HO-01	TCGA-SS-A7HO-01	2.39	COAD
TCGA-77-7335-01	TCGA-77-7335-01	2.388	LUSC
TCGA-60-2704-01	TCGA-60-2704-01	2.387	LUSC
TCGA-66-2754-01	TCGA-66-2754-01	2.383	LUSC
TCGA-OR-A5JB-01	TCGA-OR-A5JB-01	2.378	ACC
TCGA-63-7021-01	TCGA-63-7021-01	2.374	LUSC
TCGA-2Y-A9GS-01	TCGA-2Y-A9GS-01	2.372	LIHC
TCGA-DD-AADY-01	TCGA-DD-AADY-01	2.371	LIHC
TCGA-2H-A9GM-01	TCGA-2H-A9GM-01	2.371	ESCA
TCGA-CA-5796-01	TCGA-CA-5796-01	2.365	COAD
TCGA-EI-6882-01	TCGA-EI-6882-01	2.36	READ
TCGA-LN-A5U5-01	TCGA-LN-A5U5-01	2.36	ESCA
TCGA-JY-A938-01	TCGA-JY-A938-01	2.359	ESCA
TCGA-IB-7646-01	TCGA-IB-7646-01	2.354	PAAD
TCGA-HU-A4G6-01	TCGA-HU-A4G6-01	2.35	STAD
TCGA-DM-A285-01	TCGA-DM-A285-01	2.35	COAD
TCGA-F4-6569-01	TCGA-F4-6569-01	2.349	COAD
TCGA-CR-7364-01	TCGA-CR-7364-01	2.347	HNSC
TCGA-5M-AATE-01	TCGA-5M-AATE-01	2.347	COAD
TCGA-VQ-A8DZ-01	TCGA-VQ-A8DZ-01	2.345	STAD
TCGA-2H-A9GI-01	TCGA-2H-A9GI-01	2.338	ESCA
TCGA-G4-6315-01	TCGA-G4-6315-01	2.337	COAD
TCGA-66-2791-01	TCGA-66-2791-01	2.335	LUSC
TCGA-EF-5830-01	TCGA-EF-5830-01	2.331	READ
TCGA-CC-A7IE-01	TCGA-CC-A7IE-01	2.327	LIHC
TCGA-CV-7255-11	TCGA-CV-7255-11	2.327	HNSC
TCGA-2H-A9GN-01	TCGA-2H-A9GN-01	2.321	ESCA
TCGA-R6-A6L6-01	TCGA-R6-A6L6-01	2.321	ESCA
TCGA-85-A5B5-01	TCGA-85-A5B5-01	2.315	LUSC
TCGA-AY-A69D-01	TCGA-AY-A69D-01	2.314	COAD
TCGA-AF-6136-01	TCGA-AF-6136-01	2.312	READ
TCGA-G4-6625-01	TCGA-G4-6625-01	2.311	COAD
TCGA-CM-6170-01	TCGA-CM-6170-01	2.308	COAD
TCGA-BR-4362-01	TCGA-BR-4362-01	2.307	STAD
TCGA-A6-5660-01	TCGA-A6-5660-01	2.307	COAD
TCGA-43-3394-01	TCGA-43-3394-01	2.303	LUSC
TCGA-A6-6649-01	TCGA-A6-6649-01	2.302	COAD
TCGA-RD-A8N5-01	TCGA-RD-A8N5-01	2.298	STAD
TCGA-L5-A4OW-01	TCGA-L5-A4OW-01	2.297	ESCA
TCGA-BC-A10X-01	TCGA-BC-A10X-01	2.296	LIHC
TCGA-F7-8489-01	TCGA-F7-8489-01	2.296	HNSC
TCGA-4T-AA8H-01	TCGA-4T-AA8H-01	2.29	COAD
TCGA-HD-7229-01	TCGA-HD-7229-01	2.289	HNSC
TCGA-SW-A7EB-01	TCGA-SW-A7EB-01	2.284	STAD
TCGA-34-5241-01	TCGA-34-5241-01	2.282	LUSC
TCGA-77-7338-01	TCGA-77-7338-01	2.281	LUSC
TCGA-51-4081-01	TCGA-51-4081-01	2.277	LUSC
TCGA-AY-A54L-01	TCGA-AY-A54L-01	2.276	COAD
TCGA-D5-6538-01	TCGA-D5-6538-01	2.275	COAD
TCGA-FD-A6TD-01	TCGA-FD-A6TD-01	2.274	BLCA
TCGA-EK-A2RE-01	TCGA-EK-A2RE-01	2.273	CESC
TCGA-CM-5864-01	TCGA-CM-5864-01	2.27	COAD
TCGA-NC-A5HM-01	TCGA-NC-A5HM-01	2.268	LUSC
TCGA-FB-AAQ1-01	TCGA-FB-AAQ1-01	2.264	PAAD
TCGA-DQ-7595-01	TCGA-DQ-7595-01	2.264	HNSC
TCGA-AZ-5403-01	TCGA-AZ-5403-01	2.256	COAD
TCGA-CD-8527-01	TCGA-CD-8527-01	2.254	STAD
TCGA-G4-6304-01	TCGA-G4-6304-01	2.253	COAD
TCGA-AG-4022-01	TCGA-AG-4022-01	2.25	READ
TCGA-W5-AA2O-01	TCGA-W5-AA2O-01	2.249	CHOL
TCGA-IC-A6RF-11	TCGA-IC-A6RF-11	2.247	ESCA
TCGA-AH-6547-01	TCGA-AH-6547-01	2.243	READ
TCGA-CV-7177-01	TCGA-CV-7177-01	2.242	HNSC
TCGA-UF-A71A-01	TCGA-UF-A71A-01	2.242	HNSC
TCGA-CA-5256-01	TCGA-CA-5256-01	2.242	COAD
TCGA-CR-7388-01	TCGA-CR-7388-01	2.24	HNSC
TCGA-G4-6586-01	TCGA-G4-6586-01	2.237	COAD
TCGA-L5-A8NG-01	TCGA-L5-A8NG-01	2.236	ESCA
TCGA-LN-A49U-01	TCGA-LN-A49U-01	2.235	ESCA
TCGA-18-4086-01	TCGA-18-4086-01	2.233	LUSC
TCGA-B7-5816-01	TCGA-B7-5816-01	2.231	STAD
TCGA-F4-6855-01	TCGA-F4-6855-01	2.229	COAD
TCGA-CV-A45P-01	TCGA-CV-A45P-01	2.223	HNSC
TCGA-CR-6473-01	TCGA-CR-6473-01	2.222	HNSC
TCGA-DM-A1HB-01	TCGA-DM-A1HB-01	2.221	COAD
TCGA-HU-8238-01	TCGA-HU-8238-01	2.22	STAD
TCGA-92-8064-01	TCGA-92-8064-01	2.217	LUSC
TCGA-BB-A5HU-01	TCGA-BB-A5HU-01	2.217	HNSC
TCGA-D7-A74A-01	TCGA-D7-A74A-01	2.216	STAD
TCGA-F4-6809-01	TCGA-F4-6809-01	2.214	COAD
TCGA-IN-8462-01	TCGA-IN-8462-01	2.211	STAD
TCGA-F5-6464-01	TCGA-F5-6464-01	2.211	READ
TCGA-21-1081-01	TCGA-21-1081-01	2.209	LUSC
TCGA-D5-6529-01	TCGA-D5-6529-01	2.209	COAD
TCGA-VQ-A91W-01	TCGA-VQ-A91W-01	2.207	STAD
TCGA-CV-7440-11	TCGA-CV-7440-11	2.207	HNSC
TCGA-DM-A1D4-01	TCGA-DM-A1D4-01	2.207	COAD
TCGA-BR-8589-01	TCGA-BR-8589-01	2.206	STAD
TCGA-A6-5661-01	TCGA-A6-5661-01	2.201	COAD
TCGA-BR-A4PF-01	TCGA-BR-A4PF-01	2.2	STAD
TCGA-DD-AAVY-01	TCGA-DD-AAVY-01	2.198	LIHC
TCGA-CV-7437-11	TCGA-CV-7437-11	2.198	HNSC
TCGA-V5-A7RB-01	TCGA-V5-A7RB-01	2.196	ESCA
TCGA-F7-A61V-01	TCGA-F7-A61V-01	2.195	HNSC
TCGA-CD-8526-01	TCGA-CD-8526-01	2.194	STAD
TCGA-FV-A2QR-11	TCGA-FV-A2QR-11	2.194	LIHC
TCGA-DD-A4NG-01	TCGA-DD-A4NG-01	2.193	LIHC
TCGA-P3-A6T4-01	TCGA-P3-A6T4-01	2.191	HNSC
TCGA-BR-4267-01	TCGA-BR-4267-01	2.178	STAD
TCGA-DM-A28M-01	TCGA-DM-A28M-01	2.178	COAD
TCGA-BR-4256-01	TCGA-BR-4256-01	2.177	STAD
TCGA-D7-A4YX-01	TCGA-D7-A4YX-01	2.177	STAD
TCGA-L5-A4OM-11	TCGA-L5-A4OM-11	2.177	ESCA
TCGA-L5-A8NV-01	TCGA-L5-A8NV-01	2.175	ESCA
TCGA-55-7724-01	TCGA-55-7724-01	2.173	LUAD
TCGA-BR-7723-01	TCGA-BR-7723-01	2.172	STAD
TCGA-MX-A666-01	TCGA-MX-A666-01	2.17	STAD
TCGA-AG-3592-01	TCGA-AG-3592-01	2.17	READ
TCGA-VQ-AA6A-01	TCGA-VQ-AA6A-01	2.167	STAD
TCGA-MP-A4TA-01	TCGA-MP-A4TA-01	2.167	LUAD
TCGA-85-8070-01	TCGA-85-8070-01	2.162	LUSC
TCGA-CK-4952-01	TCGA-CK-4952-01	2.162	COAD
TCGA-VS-A9U5-01	TCGA-VS-A9U5-01	2.161	CESC
TCGA-CK-6747-01	TCGA-CK-6747-01	2.159	COAD
TCGA-CV-6937-01	TCGA-CV-6937-01	2.154	HNSC
TCGA-V5-AASX-01	TCGA-V5-AASX-01	2.152	ESCA
TCGA-AA-A02K-01	TCGA-AA-A02K-01	2.152	COAD
TCGA-CR-7373-01	TCGA-CR-7373-01	2.15	HNSC
TCGA-AA-A02Y-01	TCGA-AA-A02Y-01	2.147	COAD
TCGA-AH-6544-01	TCGA-AH-6544-01	2.146	READ
TCGA-CL-4957-01	TCGA-CL-4957-01	2.145	READ
TCGA-IN-A6RS-01	TCGA-IN-A6RS-01	2.144	STAD
TCGA-AZ-6607-01	TCGA-AZ-6607-01	2.143	COAD
TCGA-DY-A1DG-01	TCGA-DY-A1DG-01	2.141	READ
TCGA-AD-6899-01	TCGA-AD-6899-01	2.141	COAD
TCGA-CM-5863-01	TCGA-CM-5863-01	2.139	COAD
TCGA-CM-4747-01	TCGA-CM-4747-01	2.138	COAD
TCGA-CV-7177-11	TCGA-CV-7177-11	2.135	HNSC
TCGA-D7-6526-01	TCGA-D7-6526-01	2.13	STAD
TCGA-ED-A7PX-01	TCGA-ED-A7PX-01	2.129	LIHC
TCGA-37-A5EM-01	TCGA-37-A5EM-01	2.123	LUSC
TCGA-CR-7365-01	TCGA-CR-7365-01	2.122	HNSC
TCGA-L5-A4OU-01	TCGA-L5-A4OU-01	2.116	ESCA
TCGA-EI-6507-01	TCGA-EI-6507-01	2.114	READ
TCGA-VQ-AA6F-01	TCGA-VQ-AA6F-01	2.111	STAD
TCGA-HU-A4GP-01	TCGA-HU-A4GP-01	2.109	STAD
